City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
487,Maniitsoq,GL,65.4167,-52.9,22.6,87,100,2.55,Clouds
488,Vagur,FO,61.4732,-6.8119,46.18,89,100,26.46,Clouds
489,Ewo,CG,-0.8725,14.8206,75.61,84,99,1.63,Clouds
490,Nong Khai,TH,17.9167,103.0833,78.3,65,88,6.67,Clouds
491,Padong,PH,18.0522,120.7567,87.28,34,100,3.78,Clouds
492,Kaeo,NZ,-35.1,173.7833,69.33,98,100,13.67,Clouds
493,Prabumulih,ID,-3.45,104.25,84.56,76,81,2.77,Clouds
494,Bagnan,IN,22.9242,88.14,90.97,47,4,12.35,Clear
495,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,36,100,13.8,Clouds
496,Harwich,GB,51.9419,1.2844,51.01,86,32,5.73,Clouds
497,Mocorito,MX,25.4833,-107.9167,76.26,17,72,3.31,Clouds
498,Bull Savanna,JM,17.8868,-77.5902,73.6,81,0,6.08,Clear
499,Zhezkazgan,KZ,47.8043,67.7144,51.78,71,20,20.13,Clouds
500,Rusape,ZW,-18.5278,32.1284,59.2,97,94,5.35,Clouds
501,Wad Rawah,SD,15.1603,33.1397,88.59,33,3,6.73,Clear
502,Shaunavon,CA,49.6501,-108.4181,29.98,89,71,3.42,Clouds
503,Fortuna,US,40.5982,-124.1573,50.99,62,0,5.75,Clear
504,Andenes,NO,69.3143,16.1194,42.78,81,100,11.5,Clouds
505,Quijingue,BR,-10.7525,-39.2092,70.88,97,100,4.29,Clouds
506,Ust-Kulom,RU,61.6864,53.6902,31.05,82,32,5.14,Clouds
507,Karratha,AU,-20.7377,116.8463,93.15,27,6,22.66,Clear
508,Zabolotovka,RU,50.2737,39.3147,50.56,79,100,6.02,Clouds
509,Kawalu,ID,-7.3817,108.2082,88.52,54,71,2.13,Clouds
510,Mwense,ZM,-10.3845,28.698,64.42,95,6,4.54,Clear
511,Totesti,RO,45.5667,22.8833,34.07,93,70,1.01,Clouds
512,Sabzevar,IR,36.2126,57.6819,47.48,87,75,9.22,Clouds
513,Yendi,GH,9.4427,-0.0099,85.93,49,100,1.97,Clouds
514,Gazli,UZ,40.1333,63.45,62.37,58,100,19.75,Clouds
515,Mugla,TR,37.2303,28.3557,50.67,90,41,7.16,Clouds
516,Swedru,GH,5.5371,-0.6998,76.57,92,99,4.59,Clouds
517,Lavrentiya,RU,65.5833,-171.0,31.77,97,100,14.76,Snow
518,Springdale,US,36.1867,-94.1288,50.11,88,100,11.5,Clouds
519,Arzgir,RU,45.3728,44.2206,48.54,80,65,8.88,Clouds
520,Mecca,SA,21.4267,39.8261,78.69,36,5,1.7,Clear
521,Rudbar,AF,30.15,62.6,67.66,48,3,9.75,Clear
522,Jacareacanga,BR,-6.2222,-57.7528,72.95,99,100,2.1,Rain
523,Simav,TR,39.0882,28.9777,47.55,63,7,2.17,Clear
524,Tieli,CN,46.95,128.05,50.94,19,6,12.93,Clear
525,Jabinyanah,TN,35.035,10.9081,57.0,65,0,18.86,Clear
526,Maxixe,MZ,-23.8597,35.3472,71.1,94,79,2.82,Rain
527,Luganville,VU,-15.5333,167.1667,84.63,69,61,6.31,Clouds
528,Sandakan,MY,5.8402,118.1179,85.68,74,40,5.99,Clouds
529,Sonipat,IN,28.9833,77.0167,86.0,10,5,2.68,Clear
530,Grants,US,35.1473,-107.8514,61.03,10,0,9.22,Clear
531,Mehamn,NO,71.0357,27.8492,39.31,97,100,13.33,Clouds
532,Shenjiamen,CN,29.9576,122.298,56.53,67,100,5.55,Clouds
533,Areosa,PT,41.7178,-8.8571,53.64,91,0,14.56,Clear
534,Kristiansund,NO,63.1115,7.732,45.25,61,100,4.61,Clouds
535,Capao Da Canoa,BR,-29.7456,-50.0097,63.79,78,98,6.58,Clouds
536,Antofagasta,CL,-23.65,-70.4,58.28,84,60,4.56,Clouds
537,Emerald,AU,-23.5333,148.1667,82.54,36,40,11.5,Clouds
538,Khasan,RU,42.4308,130.6434,49.87,41,75,1.36,Clouds
539,Pizarro,CO,4.9533,-77.366,77.11,89,100,4.34,Rain
540,Ilulissat,GL,69.2167,-51.1,-2.88,93,94,6.06,Clouds
541,Kushima,JP,31.4583,131.2333,69.78,47,100,4.76,Clouds
542,Nizwa,OM,22.9333,57.5333,83.03,30,0,0.78,Clear
543,Dali,CN,25.7,100.1833,56.95,77,90,4.94,Clouds
544,Tautira,PF,-17.7333,-149.15,80.89,74,28,10.33,Clouds
545,Aginskoye,RU,51.1,114.53,60.8,33,100,17.81,Clouds
546,Kabanjahe,ID,3.1001,98.4908,73.35,79,100,2.28,Clouds
547,Qasigiannguit,GL,68.8193,-51.1922,-2.24,92,100,5.93,Clouds
548,Bella Vista,US,36.4295,-94.2316,50.9,82,100,11.5,Clouds
549,Semey,KZ,50.4111,80.2275,55.62,41,0,6.71,Clear
550,Vydrino,RU,51.485,104.8461,46.31,69,26,1.54,Clouds
551,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.11,98,88,1.92,Rain
552,Tilichiki,RU,60.4667,166.1,25.09,79,44,7.18,Clouds
553,Maraa,BR,-1.8333,-65.3667,73.63,98,100,3.31,Clouds
554,Yerbogachen,RU,61.2767,108.0108,34.59,75,89,13.44,Snow
555,Jiuquan,CN,39.7432,98.5174,53.98,19,0,8.39,Clear
556,Mehran,IR,33.1222,46.1646,68.7,22,42,5.37,Clouds
557,Nijar,ES,36.9665,-2.206,59.65,82,0,4.61,Clear
558,Entre Rios,BR,-11.9419,-38.0844,71.87,98,100,1.54,Clouds
559,Nishihara,JP,26.1842,127.7558,74.48,64,75,9.22,Clouds
560,Bunia,CD,1.5667,30.25,63.54,88,100,4.23,Clouds
561,Sumter,US,28.7086,-82.0831,73.35,82,20,4.41,Clouds
562,Richards Bay,ZA,-28.783,32.0377,63.34,94,100,2.57,Rain
563,Beaverlodge,CA,55.2166,-119.4361,34.95,58,100,11.14,Clouds
564,Deputatskiy,RU,69.3,139.9,10.8,90,98,4.38,Clouds
565,Milan,IT,45.4643,9.1895,52.88,46,40,4.61,Clouds
566,Meadow Lake,US,34.8014,-106.5436,71.08,17,0,9.93,Clear
567,Brownwood,US,31.7093,-98.9912,73.4,28,75,10.36,Clouds
568,Zhangye,CN,38.9342,100.4517,53.76,20,0,4.36,Clear
569,Fez,MA,34.0372,-4.9998,61.05,58,0,2.3,Clear
570,Meulaboh,ID,4.1363,96.1285,83.66,75,100,1.28,Clouds
571,Qurayyat,SA,31.3318,37.3428,60.98,17,0,9.22,Clear
572,Kui Buri,TH,12.0828,99.8543,90.37,56,79,4.88,Clouds
573,Platanos,GR,37.6667,21.6167,58.08,79,94,5.99,Clouds
574,Kosh-Agach,RU,50.0,88.6667,42.39,23,100,2.75,Clouds
575,Dicamay,PH,16.7561,122.0037,84.94,64,74,4.76,Clouds
576,Letka,RU,59.6011,49.4232,29.55,83,24,3.11,Clouds
577,Gambela,ET,8.25,34.5833,74.01,77,20,4.32,Clouds
578,Bara,NG,10.3744,10.7288,79.61,65,99,4.34,Rain
579,Wanxian,CN,30.8039,108.3897,60.37,76,100,1.79,Clouds
580,Baykit,RU,61.67,96.37,26.91,75,99,13.22,Clouds
581,Prado,BR,-17.3411,-39.2208,75.85,71,96,9.57,Clouds
582,Viedma,AR,-40.8135,-62.9967,58.08,71,0,11.39,Clear
583,Snasa,NO,64.2457,12.3778,32.59,87,93,3.29,Clouds
584,Tahoua,NE,14.8888,5.2692,78.6,12,98,7.49,Clouds
585,Novopokrovka,UA,49.8425,36.5477,42.71,89,100,6.78,Clouds
586,Barranco,PA,9.5167,-82.7,76.08,89,100,1.97,Clouds
587,Nantucket,US,41.2835,-70.0995,44.71,59,0,9.22,Clear
588,Manakara,MG,-22.1333,48.0167,71.28,94,38,3.42,Clouds
589,Tomatlan,MX,19.9333,-105.25,69.19,86,96,1.77,Clouds
590,Balkanabat,TM,39.5108,54.3671,54.64,78,23,1.14,Clouds
591,Shingu,JP,33.7333,135.9833,66.54,74,100,7.85,Clouds
592,Porto Torres,IT,40.835,8.3972,41.18,55,37,4.92,Clouds
593,Salalah,OM,17.0151,54.0924,80.69,89,40,2.3,Clouds
594,Cozumel,MX,20.5083,-86.9458,78.01,80,0,3.0,Clear
595,Monclova,MX,26.9,-101.4167,82.06,60,41,5.01,Clouds
596,Barretos,BR,-20.5572,-48.5678,63.12,65,5,9.01,Clear
597,Acapulco,MX,16.8634,-99.8901,78.15,67,27,5.19,Clouds
598,Rundu,NA,-17.9333,19.7667,63.0,96,45,3.76,Rain
599,Tazovskiy,RU,67.4667,78.7,13.77,91,100,12.57,Clouds
600,Hirara,JP,24.8,125.2833,76.86,64,40,11.5,Clouds
601,Laguna,US,38.421,-121.4238,66.18,30,0,11.5,Clear
602,Gilgit,PK,35.9221,74.3087,64.08,30,4,3.56,Clear
603,Poum,NC,-20.2333,164.0167,76.39,73,100,3.53,Clouds
604,Nkowakowa,ZA,-23.8878,30.2871,62.33,92,99,1.03,Clouds
605,Ramhormoz,IR,31.28,49.6035,68.38,19,0,2.1,Clear
606,Jilib,SO,0.4883,42.7854,78.44,85,100,4.94,Clouds
607,Bethlehem,BR,-1.4558,-48.5044,77.04,94,40,3.44,Rain
608,Madanapalle,IN,13.55,78.5,83.19,45,15,3.27,Clouds
609,Byron Bay,AU,-28.65,153.6167,75.09,62,63,6.71,Clouds
610,Fairview,US,40.8126,-73.999,45.63,40,0,12.66,Clear
611,Imeni Babushkina,RU,59.7573,43.1285,30.58,90,99,3.51,Clouds
612,Bhadrachalam,IN,17.6667,80.8833,88.68,52,71,3.04,Clouds
613,Havelock,US,34.8791,-76.9013,58.98,65,75,17.27,Clouds
614,Nabire,ID,-3.3667,135.4833,85.59,70,99,2.95,Clouds
615,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,29.93,88,12,7.54,Clouds
616,Alofi,NU,-19.0595,-169.9187,85.89,66,98,11.5,Clouds
617,San-Pedro,CI,4.7485,-6.6363,77.07,86,100,3.49,Clouds
618,Taoudenni,ML,22.6783,-3.9836,74.17,24,4,8.9,Clear
619,Goderich,CA,43.7501,-81.7165,35.91,80,2,5.75,Clear
620,Kirakira,SB,-10.4544,161.9205,84.4,69,92,8.19,Clouds
621,Katima Mulilo,NA,-17.5,24.2667,64.53,94,29,6.02,Clouds
622,Placido De Castro,BR,-10.3353,-67.1856,71.35,97,82,3.65,Clouds
623,Chulman,RU,56.8479,124.9104,25.84,94,100,10.09,Snow
624,Nuuk,GL,64.1835,-51.7216,23.88,85,100,4.0,Clouds
625,Menongue,AO,-14.6585,17.691,60.69,97,22,3.13,Clouds
626,Coari,BR,-4.085,-63.1414,72.93,97,87,2.06,Clouds
627,Pitimbu,BR,-7.4706,-34.8086,79.39,78,91,8.5,Clouds
628,Abu Kamal,SY,34.4506,40.9171,67.87,19,99,6.87,Clouds
629,Malakal,SS,9.5334,31.6605,83.05,48,8,4.07,Clear
630,Erenhot,CN,43.6475,111.9767,54.03,19,0,8.79,Clear
631,Miles City,US,46.4083,-105.8406,34.77,60,0,3.44,Clear
632,Sampit,ID,-2.5333,112.95,90.18,56,100,3.02,Clouds
633,Okhotsk,RU,59.3833,143.3,26.92,81,98,0.94,Clouds
634,Karasburg,NA,-28.0167,18.75,63.93,45,0,10.11,Clear
635,Florianopolis,BR,-27.6146,-48.5012,65.41,88,20,4.61,Clouds
636,Axim,GH,4.8699,-2.2405,78.58,87,100,6.87,Rain
637,Amboasary,MG,-25.0333,46.3833,71.49,87,78,3.94,Clouds
638,Zhigalovo,RU,54.8097,105.1578,55.36,71,100,9.48,Clouds
639,Sikasso,ML,10.9167,-7.0,82.09,52,100,5.08,Clouds
640,Bilibino,RU,68.0546,166.4372,25.14,81,99,1.5,Clouds
641,Swan Hill,AU,-35.3378,143.5544,67.96,61,100,7.49,Rain
642,Kieta,PG,-6.2167,155.6333,83.98,71,68,3.98,Rain
643,Abu Zabad,SD,12.35,29.25,83.44,34,8,5.32,Clear
644,Sharlyk,RU,52.9167,54.75,47.71,66,100,6.4,Clouds
645,Saldanha,ZA,-33.0117,17.9442,53.65,72,62,8.21,Clouds
646,Huicungo,PE,-7.2833,-76.8,73.31,92,86,1.07,Clouds
647,Ranong,TH,9.9658,98.6348,85.93,64,86,2.19,Clouds
648,Pocatello,US,42.8713,-112.4455,46.31,53,40,8.05,Clouds
649,Hamilton,US,39.1834,-84.5333,45.88,55,0,5.75,Clear
650,Sooke,CA,48.3746,-123.7276,50.58,61,100,23.02,Clouds
651,Bria,CF,6.5423,21.9863,71.85,92,100,0.92,Clouds
652,Parsons,US,37.3403,-95.2611,45.86,93,99,10.31,Clouds
653,Ilhabela,BR,-23.7781,-45.3581,68.56,78,87,0.56,Clouds
654,Novyy Urgal,RU,51.0736,132.5642,34.59,73,75,3.04,Clouds
655,Gao,ML,16.6362,1.637,73.62,17,99,7.99,Clouds
656,Emilio Carranza,MX,19.9711,-96.6114,78.04,83,8,10.31,Clear
657,Skjervoy,NO,70.0311,20.9714,37.4,90,100,5.32,Rain
658,Port Hardy,CA,50.6996,-127.4199,50.0,61,100,19.57,Clouds
659,Aykhal,RU,66.0,111.5,22.48,90,100,21.63,Clouds
660,Houston,US,29.7633,-95.3633,80.15,77,75,5.75,Clouds
661,Leshukonskoye,RU,64.8989,45.7622,32.4,98,100,5.17,Snow
662,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,93,100,16.11,Clouds
663,Cervo,ES,43.6702,-7.4101,54.64,94,98,9.93,Clouds
664,De Aar,ZA,-30.6497,24.0123,55.56,66,0,5.28,Clear
665,Tessalit,ML,20.1986,1.0114,68.92,24,0,9.46,Clear
666,Philadelphia,US,39.9523,-75.1638,45.0,45,0,6.91,Clear
667,Falmouth,GB,50.1544,-5.0711,47.3,93,96,3.44,Clouds
668,Batemans Bay,AU,-35.7167,150.1833,71.1,45,100,3.85,Clouds
669,Belyy Yar,RU,53.6039,91.3903,55.85,41,0,6.71,Clear
670,Cumpas,MX,29.9833,-109.7833,74.93,7,14,3.29,Clouds
671,Port Keats,AU,-14.25,129.55,90.39,54,18,5.64,Clouds
672,Jumla,NP,29.2747,82.1838,65.68,31,69,2.06,Clouds
673,Pedasi,PA,7.5333,-80.0333,80.38,79,86,4.59,Clouds
674,Lakatoro,VU,-16.0999,167.4164,83.79,71,61,3.83,Clouds
675,Rovaniemi,FI,66.5,25.7167,35.01,86,0,3.44,Clear
676,Teahupoo,PF,-17.8333,-149.2667,78.76,72,28,9.73,Rain
677,Shubarshi,KZ,48.5872,57.1869,54.3,59,1,4.07,Clear
678,Straumen,NO,63.8709,11.2999,35.6,90,97,2.13,Clouds
679,Hoi An,VN,15.8794,108.335,85.96,73,100,1.41,Clouds
680,Kungurtug,RU,50.5994,97.5228,47.66,47,3,1.01,Clear
681,Kralendijk,BQ,12.15,-68.2667,78.78,89,40,11.5,Clouds
682,Chengde,CN,40.9725,117.9361,65.57,17,0,1.74,Clear
683,Lagunillas,VE,10.1301,-71.2595,78.17,83,80,4.05,Clouds
684,Ponerihouen,NC,-21.0833,165.4,77.77,69,100,0.51,Rain
685,Noumea,NC,-22.2763,166.4572,84.18,99,55,7.94,Clouds
686,Auki,SB,-8.7676,160.7034,86.0,63,87,3.65,Clouds
687,Lingao,CN,19.9103,109.6859,79.02,77,87,9.44,Clouds
688,Buala,SB,-8.145,159.5921,82.71,78,84,7.83,Rain
689,Muli,MV,2.9167,73.5667,84.06,68,43,10.33,Clouds
690,Nurota,UZ,40.5614,65.6886,63.18,51,100,3.96,Rain
691,Diban,SY,35.0365,40.5167,67.44,19,99,7.99,Clouds
692,Yongan,CN,39.6957,113.6871,50.22,52,100,4.21,Clouds
693,Serov,RU,59.6033,60.5787,30.99,68,76,3.04,Clouds
694,Chuy,UY,-33.6971,-53.4616,61.77,84,100,6.17,Clouds
695,Kaukauna,US,44.278,-88.272,37.38,68,100,8.01,Clouds
696,Phayakkhaphum Phisai,TH,15.5163,103.1937,87.42,69,100,8.14,Clouds
697,Piopio,NZ,-38.4667,175.0167,61.09,95,100,5.7,Clouds
698,Russell,US,32.3502,-85.1999,65.48,94,75,0.0,Mist
699,Loreto,MX,22.2667,-101.9667,75.07,12,16,6.85,Clouds
700,Bongandanga,CD,1.5,21.05,72.54,94,76,1.39,Clouds
701,Diego De Almagro,CL,-26.3667,-70.05,58.77,47,0,1.19,Clear
702,Marzuq,YE,14.4,46.4667,70.99,39,1,2.33,Clear
703,San Matias,BO,-16.3667,-58.4,76.91,55,48,4.52,Clouds
704,Rantepao,ID,-2.9701,119.8978,81.84,64,82,4.0,Clouds
705,Ouallam,NE,14.3188,2.0866,81.55,12,100,8.39,Clouds
706,Tubbergen,NL,52.4,6.7667,46.99,53,0,7.56,Clear
707,Haines Junction,CA,60.7522,-137.5108,33.75,34,100,3.44,Clouds
708,Kutum,SD,14.2,24.6667,76.82,16,78,6.42,Clouds
709,Zavallya,UA,48.2135,30.0156,34.18,80,98,10.38,Clouds
710,Nizhniy Kuranakh,RU,58.8353,125.4869,32.11,90,100,9.48,Snow
711,Reinosa,ES,42.9996,-4.138,44.46,93,0,4.0,Clear
712,Alpena,US,45.0617,-83.4327,32.18,78,0,5.75,Clear
713,Kitakata,JP,37.65,139.8667,65.01,43,99,2.17,Clouds
714,Batagay-Alyta,RU,67.8006,130.4114,12.81,84,99,4.97,Clouds
715,Mocuba,MZ,-16.8392,36.9856,71.22,93,99,3.06,Clouds
716,Paita,PE,-5.0892,-81.1144,68.63,77,61,14.61,Clouds
717,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,74.75,89,95,0.87,Clouds
718,Husavik,IS,66.0449,-17.3389,38.32,98,100,2.33,Rain
719,Gidam,IN,18.9833,81.4,89.49,36,65,3.94,Clouds
720,Port Hedland,AU,-20.3167,118.5667,95.05,20,13,21.85,Clouds
721,Ovre Ardal,NO,61.3167,7.8,28.62,65,99,6.15,Clouds
722,Biak,ID,-0.9131,122.8766,83.55,67,100,2.44,Clouds
723,Salinopolis,BR,-0.6136,-47.3561,77.09,88,100,2.21,Rain
724,Chiredzi,ZW,-21.05,31.6667,64.36,90,100,3.53,Clouds
725,Bulgan,MN,48.8125,103.5347,55.53,27,18,8.77,Clouds
726,Sakaiminato,JP,35.55,133.2333,64.38,27,75,4.61,Clouds
727,Hutang,CN,31.5333,119.4833,60.75,70,100,4.88,Clouds
728,Ucluelet,CA,48.9329,-125.5528,49.08,70,100,1.01,Clouds
729,Ouango,CF,4.3133,22.5552,72.45,87,99,0.92,Rain
730,Campbell River,CA,50.0163,-125.2446,49.44,43,75,10.36,Clouds
731,Agogo,GH,6.8,-1.0819,73.08,92,100,5.01,Clouds
732,Bilma,NE,18.6853,12.9164,76.48,17,9,9.04,Clear
733,Altay,CN,47.8667,88.1167,57.24,31,56,3.42,Clouds
